Comment,Author
你各位阿再繼續對學生自治冷漠 就只能讓這種素質的,sikerkuaitai
學代來代表各位獨立的個體了==,sikerkuaitai
覺青就想當防疫破口啊,aure0914
我每個出入口都去過沒刷過卡欸，我還叫在滑手機的阿姨,ystaty17
把偷渡仔抓出去,ystaty17
如果把刷卡換成 記憶很好的保全，也算侵犯隱私嗎,eldar
沒去過舟山路不行？,NomeL
不知道那位電子腳鐐同學是不是跟朋友現實中講話也這,puffer3635
樣「我想吃山嵐拉麵~」「可是那家都要排很久耶」「那,puffer3635
就去吃咖哩廚房阿那家都不用排很久你這一輩子最喜歡,puffer3635
吃咖哩廚房了」之類的,puffer3635
發文想引起討論 然後別人提出見解就自己顧左右言他,thejackys
在那邊聊拉麵 真的是ㄏㄏ,thejackys
樓上大大，發文同學跟聊拉麵是不同人喔，而且就像上面,historians
eeEthan說的，發文的論點是有其他手段來達成同樣防疫,historians
效果而不侵犯隱私吧？為什麼大家會認為他不想防疫啊,historians
發文的明明就同一個 哪來不同人?,BaGaJone
而且人家明明願意跟他認真討論問題 結果卻以跳針的方式,BaGaJone
回答問題 這難道叫作有幫助?,BaGaJone
更別提這類文章 他已經在交流版po過至少三次以上了 結果,BaGaJone
每每都是跳針回應 你覺得這個人有想要認真討論問題嗎？,BaGaJone
封也你說要封 不刷也你說不發,skyHuan
EE女根本只想嘴自己的完全不想回應別人 有夠討厭 這跟發大,Gengaa
財有什麼差==,Gengaa
她真的還以為她是人民的法槌= =,kensues
刷卡有隱私問題 系館圖書館公車捷運表示：,s6h0a5n1e2
那麼多意見不然換他們去站門口啊,s6h0a5n1e2
我都要,ri31625
公車捷運你辦卡的時候有一張契約書同意......,ri31625
賣身,pttdouble
去看她在社團發過的文就知道惹，今天要不是管中閔當校長,CorkiN
她最好意見會這麼多，只是想黑管而已==,CorkiN
一直電子腳鐐順民三小的就她一個人意見多，啊意見多又不,CorkiN
想跟別人認真討論，只準人家接受她的意見，啊那到底發文,CorkiN
是想幹嘛,CorkiN
刷卡進學校為什麼會妨礙隱私啊，這不是和上課點名一樣嗎？,schel
可是不只上課,ciswww
但是要刷卡的不是只有學生和教職員嗎？上班上課刷卡進校園,schel
還好吧？如果是其他不屬於校園的事就約其他地方啊！,schel
這個侵犯隱私的程度根本比不上網路啊,bergamasque
基本上一堆不懂技術的上網根本就是裸奔了啦,bergamasque
懂一點的也只是多穿一件內褲而已,bergamasque
進校園的時間算什麼，你什麼時間看什麼網站早就自己,bergamasque
免費放送給別人知道了,bergamasque
計中表示: ㄎㄎ,washi54
創業維艱，緬懷諸先烈,Ansdy
加油,hjkkk123
網路是不是壞了,Gauss
你的靴子裡有蛇,Creeperforev
world 很大,pig8409
你可以借我熱點嗎,j2c3
請問總圖怎麼走,cuteSquirrel
幾號座位我也要看,steven3abc
妹修幹謀,Kao0502
憲哥提醒你,stoiclogic
咩修感摩,eunhailoveu
你回來了,ann141414
5884______,jason90814
欸欸你會熱嗎 冷氣是不是壞了,brian21201
妳為什麼要把我的心偷走,yuyu4092
https://i.imgur.com/aYwxf5Z.jpg,daye87
我剛發了一篇廢文，你可以推我一下嗎,ab19890919
媽媽給我十塊,kinokonoko
性平88,cal28802672
Super Idol的笑容 都沒你的甜,karmel
滅修,steven56138
要不要陪我去一個地方 性平會,ann141414
http://i.imgur.com/O8hYOzQ.jpg,friendly4713
https://i.imgur.com/oLdbSdP.jpg,Xperia
你要不要看貓貓,jhct110
肯德基沒有優惠卷就只是個,IllMOR
所有的優惠券都不能用嗎？！？！,CORRECTION
連 ABC 都沒有QQ,greywagtail
愛吃蛋塔的可以去買一盒打9折！買其他好像去別的分店比,skyHuan
較划算,skyHuan
Loiusa有打折ㄇ,kingswak
應該都有9折~,skyHuan
沒優惠券跟欸逼吸的肯德基94ger垃圾,bumloveme
你吃什麼,shane000028
問卷後有附上地圖使用說明推一個,jerejesse
這台腳踏車太狠了,Kona72956
手機版使用不方便,zyxx
是,star07
改編文給推,Lyu7
個人還是比較喜歡吸罷,jason90814
帳戶→通知 自己選要收哪些,tryptochan
ceiba有夠爛 根本沒優點==,Akkusaii3741
你是看不懂中文？他不是有連結可以設定通知,ssd860505da
你可以按取消...,cyc1998
繼info後，ceiba也要被淘汰了ㄇ,NTUinfo
樓下被淘汰的QQ嘻把,AprilMight
ㄛㄏ窩一科都還沒考,MARSCAT
我樓上 我也是,maozz
只剩一顆,saturday5566
可以開始讀期末考啊,pipi8696044
好喔,ggian123
祝重修,schiw
說不定只是你忘記去考,PatriStar
喔是喔,jzoethai
幹你娘,ww98312tw
會計還算合理，哲學系是來幹嘛的,zxcv200298
會計系真的不太需要地理歷史那些,TNFSHcookie
管院都不需要地理歷史啦,yongxchen
只有法律地理歷史需要社會吧,jhct110
哲學不採也太詭異了,jhct110
商科很難說是文組的系吧,troglodyte
果然這些科系不太需要人文素養,ezk
請用科學跟藝術分組不要用文理分組,jennieruby
楊老師好像常常在招短工,aarzbrv
在攝影社印相很花時間，拍沖放一條龍的扛壩子。,SuperModel
幫原po推,zero0415
原來楊得年老師乃拍沖放一條龍的扛壩子，也幫再推惹！XD,aarzbrv
到底 中文閱讀思辨 中文寫作表達 修完國文之後哪用的到,Imotucc
挖，15級分才能［免修考試］，通過後才能免修。,AllenHuang
台大設這種門檻。大一生還是忍耐忍耐吧。,AllenHuang
大不了在期末評鑑的時候多罵一點就好,AllenHuang
15級分一堆 難的是國寫兩A吧,jason90814
而且看他們給的數據每年A的人數根本超不均衡,jason90814
我大一修兩門國文，至少一半以上都在滑手機，沒意願的人,daye87
佔多數，根本被制度幫在那而已,daye87
可悲 讓想上國文課的人去修課就好 強迫學生必修有什麼,anomic24
意義 而且一堆國文課都是教古文 又不會用到,anomic24
越想越氣 二三類最後上課都英文 哪來國文閱讀,Imotucc
我當年的大一國文老師整天在抱怨大一國文ww,marchcharlie
重點不會像英檢免修而特意去考中檢,dosoleil
超好笑 這群教授是不是怕改選修後就沒課上啊 把心不甘,beoneself
情不願的學生綁在教室睡覺滑手機聽教授講用不到的先秦,beoneself
古文會比較有成就感嗎,beoneself
中華文化的勝利,lysimach
以後不怕沒有載體了,lysimach
英文免修考門檻也很瞎啊XD,cwh0105
為啥不能考全民中檢來免修啊,cwh0105
英文至少可以繳錢消災,cwh0105
我大恩踢優居然還保留國文必修這種僵化的制度 這樣怎,aristoIris
麼釋放學生必修學分來推進國際排名呢,aristoIris
身為堂堂正正的中國人 怎麼能不學習中文呢？,eunhailoveu
這些中文系教授本身就跟不上時代XD,daoeasy
超蝦 國文很刷存在感 就是堅持要必修就是,asdfg5678
就問各位修完大一國文有得到這些能力嗎？我修完大一,honeypeanut
國文只覺得老師為什麼要逼我寫一堆東西,honeypeanut
不然平衡一下，叫中文系必修微積分好了,yamatosander
我比較好奇楊子昂背後應該...沒政黨對吧？,b54102
有或沒有會影響你在這議題上的判斷嗎？,NTUGinger
真的有調查過想修古文和想修現代文的比例嗎?,cwh0105
如果大學國文直接改成通識 但是A1組必選一個來修會比較好,cwh0105
或是系所指定不可選的領域外都至少各選一門啊,cwh0105
文學院,superuser
直接改成通識學分不好嗎 堅持要這個幹嘛,Imotucc
為甚麼要必選A1,Imotucc
就折衷啊 直接改掉總是比較難,cwh0105
不想修國文也可以修鋼琴作品與演奏欣賞 也是A1,cwh0105
所以不是新生不能免修就對了,reunique
認為也可以爭取碩士生畢業學分最多6門課就好 8門真,Thirdshadow
的是多得很莫名 而且修一堆又不見得用得到 還會壓縮,Thirdshadow
做實驗的時間去上課、寫作業/報告、期中/末考,Thirdshadow
疫情嚴重不忘批鬥國文,amport625
大一大二的時候想說找看看有沒有新詩主題的國文 結果都是,NTUmaki
那種2000年以前的新詩qq 有那種真的很近代的新詩國文課嗎,NTUmaki
雖然在意料之內 不過真的覺得國文這種不常用的東西當成,jzoethai
通識就好,jzoethai
這門檻真的高得荒謬XD,AChing8130
有點好奇中文系同學的想法,AChing8130
強迫全校必修來維持一個系的授課教師需求,lysimach
這個會議有會議記錄嗎？ 我還滿感興趣雙方是怎麼討論的,arrenwu
尤其是我想知道反方論證大一國文必要性的內容,arrenwu
以後大一國文變成程度差的人在修 ?,yunf
不要搞得變成邯鄲學步就好,yunf
分成現代文跟古文還比較實際,NDSL
白癡學校 強迫中獎,jhct110
難道你們不會好奇為什麼這種程度也能進來嗎?,yunf
沒上國文課我還是能過的很開心,yongxchen
還要浪費時間寫垃圾給老師看,yongxchen
什麼鬼條件,Xperia
笑惹，很怕不是必修後修課人數會很難看484,divaxxxx
國文課就當聯誼啊,ilohoo
不要這樣 中文所博班生需要工作R,izual
學店不意外,mtyk10100
讀一堆支那古文到底要幹嘛,chein17
文章分類要記得加,stereopony
幫推哈哈,anomic24
推個 哈哈,Shepherd112
推,daniel5225
推白石,cgntutim
這個可以過嗎？,NTUSTDYU
比holo偷渡廢文好多了,WuhanWinnie
推,NomeL
讚,robinson1327
推推,jui0229
推 在宿舍看 前幾場日向坂/欅坂的也在宿舍看,briany329
推推白石,blackyyyyy
推,etfor12
剛以為進錯版XD 推麻衣QQQQ,sun51027
推一個藏頭,shishe
逆S型藏頭推,angryfatball
前天十點路過小福 那排隊人潮多到滿出來 禮拜一肯定更慘,SSCSFE
藏的好,Imotucc
女宿在校內啊,dreamgirl
排爆 剛好正合覺青們的胃口,brmidjge
即使大一女這麼接近校園邊界還是在校內&gt;&lt;,Sashacx
好興奮 就算我沒課也想見識早九的基隆路口長怎樣,realwtt
禮拜一去看看,ssd860505da
是不會不要去上課嗎,j2c3
@ㄚ可,JC83
啊啊啊啊啊啊Rrrrrrrrrrrrrrrr,mrheroin
崩潰QAQ,cc5230
rrrrrrrrrrrrr,cycychi
我工作的共用雲端使用這個Gsuite耶！無法工作QQ,paulwang0610
在校生也是,troglodyte
我是在校生，但剛剛也被說停用不知道是否相關(我這幾天什,wei0506
麼都沒做欸....都沒切換到這個帳戶,wei0506
幹幹幹幹幹幹幹,jason90814
看起來是同時出事,wei0506
在校生也爆炸啦 共筆系統掰,tom282f3
(╯‵□′)╯︵┴━┴,sunnyhaha123
在校生一樣 乾~~~~~~~~,haru97724
噢不我的也炸了QQ,Alex94140
崩潰qqqq,rni9487r
片都不見了,Alex94140
幹其他學校的沒事 就ntu的出事 氣氣氣,kagrawc
幹幹幹幹 剛剛也被停用了跑上來看,cooleric1995
手機照片都用那個備份啊啊啊啊啊崩潰,hareuv
原來大家都遇到這個問題了啊,goodjee
我的gsuite也不見了 崩潰,weoi
相簿的東西也沒了…,haru97724
我也是…突然被凍,infvanacava
大家的都爆了？,akira002
照片QQ,Kamollion
幹被停用了，我是在校生欸幹,unserLicht
崩潰！！！！！,tytt
在校生也炸了QQ,johnson0319
崩潰...被說傳送垃圾內容違反政策 各位是什麼原因？,Hank105
炸!!!,mantour
在校生炸裂 還有跟組員共用的資料夾 報告完蛋,znling
放A片的自首,ttmm
114的還好好的,Woodoo9
傳送垃圾內容+1 最近都沒用這個帳號發信過,mantour
幹幹幹幹 在校生為什麼被停用啦,PatriStar
真的被停了欸……還好我不是用 ntu 的，但還是幫 QQ,Lyu7
◢▆▅▄▃ 崩╰(〒皿〒)╯潰 ▃▄▅▆◣,ymiexd
幹 為何被停用帳號啊？？？,jhct110
傳送垃圾內容？,AllenHuang
同垃圾內容被掛,oa2746
https://i.imgur.com/nTHy1jh.jpg,jhct110
剛剛突然說傳垃圾訊息停用+1,aircoolsky
崩潰啊啊啊 裡面超多重要資料,h920032
這邊也是說傳送垃圾內容被停用，明明都沒寄過信，不,jessica86214
知道怎麼辦，幾乎所以資料都在裡面QAQ,jessica86214
顯示垃圾內容被停用+1,sotheresthat
計中給我出來面對！by崩潰校友,bobru525
炸裂 幹,kria5304
我還沒畢業欸欸欸欸欸,littli
交流板上有人說計中也不知道為什麼 正在聯絡Google,tom282f3
幹 太扯,e2167471
崩潰,yangweiisi
垃圾內容+1,e2167471
校友跟在校的帳號都GG了QQQQQ,sotheresthat
校友，垃圾內容+1，救救我...,taylor11903
全校大爆死,fantasyice
我的youtube帳號裡面有幾百個小時的實況影片..,e2167471
幹 我裡面已經存了1T了..,sweatysweat
我根本沒傳垃圾內容啊！！！！！,tontontonni
論文的data都在裡面...崩潰,tontontonni
真的莫名其妙被停用,CryptoNTU
顯示垃圾內容被停用+1 明天要報paper啊啊啊,ruby40861
可惡...明明就沒有違反規定居然也遭到停用,surd
????????QAQQQQQ,yichiaccc
裡面有很多珍貴的資料QAQ 至少給我時間備份哪,jessica86214
是要搞死誰，太蠢了吧,leo1217000
+1....要死人了,unya
囧一起死,roccqqck
扯爆,wulichili
垃圾內容+1 GSUITE真的是問題一堆...,FireHell
要死了+1.....,jason791227
.................,ljc1991
+1...,ikimjustin
崩潰,a9301040
現在支持拜登還來的及嗎？,ystaty17
東西超多的啊....乾...,imotfnir
所有資料都在裡面啊怎麼辦!!!!嗚嗚救救我QQ 請問計中聯,wahyt3267
絡得如何了呢,wahyt3267
+1,beatnik
"Q__________Q ""請告訴我為何應還原你的帳戶""",ekids1234
.....掛了+1 乾 我好幾年的照片,qilar
我只拿來轉發學校 mail 的信 = =,ekids1234
照片全消失 幹,QMaoLai
GGGGGGGGGGGGGGGGGGGGGGGGGGGG,s24601
啊啊啊啊啊啊啊,henry4204aaa
今年2/6才發生過一次，後來經過2.5天取回帳戶（可往上爬文）,surd
實驗室電腦三天兩頭死機 別開玩笑了...,henry4204aaa
完蛋囉,WildfootW
太誇張必須高調,znling
+1,scottiting
28T的資料rrrrrrrrrr,imotfnir
google:在座的各位...,amichaell
法柯,BASEGO
遊戲登不進去了喇,k04121226
+1,chin30522
一起崩潰,mjirislin
在校生＋1，幹國家機器作祟啊,orgysolitude
幹,lytt
在校生也是+1qq,tommysung
+1 崩潰,ss100200815
◢▆▅▄▃ 崩╰(〒皿〒)╯潰 ▃▄▅▆◣,singleflying
113也沒事，就112毛最多＝ ＝我的備份RRRRRRR,Ofianse
你才垃圾 你全家都垃圾啦,meowmeowwoo
本來很崩潰 看到這篇笑了XDDD,direct1120
在校和畢業帳號都出事,HciR0006
+1 QQ,Jiashiang
炸了幹 資料掰掰 報告掰掰,howard0113
我也被停了 我的動作片收藏....,yi0513
GGGGGGG,kawafish
+1崩潰啊啊啊,KeterAW
停用+1....乾作業的Colab放在這裡啊,Icery1130
幹 我的5T動畫,zz2895341
請問目前要怎麼辦呢？按嘗嘗試還原？還是先不用管它？,ieng2000
崩潰,barrychengg
嘗試還原會叫你問學校 所以我寄信了,qilar
只能等學校處理吧 這看起來就是合約層級的事件,e2167471
應該能復原......吧？,ieng2000
在校生也死了幹幹幹,unmolk
崩潰大哭,davidlinkou
原來不是只有我就瞬間感到溫暖,davidlinkou
計中發公告了@@ https://bit.ly/2I7fGl9,tom282f3
幹幹幹幹幹,crazyken007
崩潰嗚嗚嗚嗚,HaHiFuHeHo
AAAAA,IKEMENNN
30T研究檔案掰掰T.T,jacky10liao
我也是，崩潰QQ,wb820524
推文哈哈哈哈,Jimmy030489
垃圾內容被ban+1,linkinfish
◢▆▅▄▃ 崩╰(〒皿〒)╯潰 ▃▄▅▆◣,FearTheBeard
◢▆▅▄▃ 崩╰(〒皿〒)╯潰 ▃▄▅▆◣,wangan
15tb日本各年齡層女性研究資料他媽的還來,DoBahaha
傻眼 嚇死,so11170329
你各位是不是藏選票被抓到了,Rainbowkat
嗚嗚嗚嗚嗚明天開會要用資料啊啊啊啊啊啊QQQQQ,qqgg505
幹幹幹幹幹,a06380802
+1,AUGnebulaUGA
崩潰,ilbesc
RRRRRRRRRRR,heyimyvonne
垃圾內容被ban +1,jayelva
崩潰Rrrrrrrrrrr所有工作資料所有照片Rrrrrrrrr,bjqs02
幹 今天面試資料都在裡面啊 操 這樣面屁啊,kmchao33
嚇死= = 還以為是被盜,LabMumi
幹幹幹幹 我也是,aquariuschi
非常不建議以這個雲端作主要用途，之前個人的空間也出過狀,izual
況，網管認真告誡該雲端空間並非長久之計（當時也放了工作,izual
用得到的東西）後來我就跳槽惹,izual
幹幹幹幹幹,philophiloQQ
崩潰,CKNTUErnie
gggggg,gs1408
幹幹幹幹幹幹幹幹幹+++,andy19960820
誰放蘿片出來自首 = =,andy19960820
多備份才是重點,kingwilly71
啊啊啊啊啊啊崩潰,bonniejack
+1,alonous
明天要meeting的請舉手,tontontonni
沒有用過g suite耶,maozz
校內生也炸裂,nodnarb1027
